C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_34_297.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_34_297.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_34_297.jpg, 0, 0, 0, 8.223147E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_34_397.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_34_397.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_34_397.jpg, 0, 0, 0, 8.194296E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_34_498.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_34_498.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_34_498.jpg, 0, 0, 0, 8.339988E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_34_600.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_34_600.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_34_600.jpg, 0, 0, 0, 8.189464E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_34_704.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_34_704.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_34_704.jpg, 0, 0, 0, 8.257884E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_34_805.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_34_805.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_34_805.jpg, 0, 0, 0, 8.208788E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_34_909.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_34_909.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_34_909.jpg, 0, 0, 0, 8.263894E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_35_011.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_35_011.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_35_011.jpg, 0, 0, 0, 8.192386E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_35_118.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_35_118.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_35_118.jpg, 0, 0, 0, 8.219706E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_35_224.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_35_224.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_35_224.jpg, 0, 0, 0, 8.299591E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_35_334.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_35_334.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_35_334.jpg, 0, 0, 0, 8.189415E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_35_441.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_35_441.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_35_441.jpg, 0, 0, 0, 8.165578E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_35_552.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_35_552.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_35_552.jpg, 0, 0, 0, 8.212537E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_35_654.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_35_654.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_35_654.jpg, 0, 0, 0, 8.207778E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_35_765.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_35_765.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_35_765.jpg, 0, 0, 0, 8.190655E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_35_868.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_35_868.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_35_868.jpg, 0, 0, 0, 8.223808E-05
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_35_971.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_35_971.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_35_971.jpg, 0, 0.1683309, 0, 0.06453589
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_36_075.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_36_075.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_36_075.jpg, 0, 0.4771785, 0, 0.5070649
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_36_176.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_36_176.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_36_176.jpg, 0, 0.7789749, 0, 1.294333
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_36_279.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_36_279.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_36_279.jpg, 0, 1, 0, 2.629958
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_36_388.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_36_388.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_36_388.jpg, 0, 1, 0, 3.802666
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_36_507.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_36_507.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_36_507.jpg, 0, 1, 0, 5.203488
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_36_613.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_36_613.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_36_613.jpg, 0, 1, 0, 6.357564
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_36_714.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_36_714.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_36_714.jpg, 0, 1, 0, 7.500453
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_36_819.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_36_819.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_36_819.jpg, 0, 1, 0, 8.857287
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_36_922.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_36_922.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_36_922.jpg, 0, 0.8509084, 0, 9.899559
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_37_030.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_37_030.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_37_030.jpg, 0, 0.5273569, 0, 10.61646
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_37_137.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_37_137.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_37_137.jpg, 0, 0.2560087, 0, 10.96103
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_37_238.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_37_238.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_37_238.jpg, 0, 0.2460538, 0, 11.02784
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_37_342.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_37_342.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_37_342.jpg, 0, 0.5906065, 0, 11.69732
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_37_448.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_37_448.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_37_448.jpg, 0, 0.9123259, 0, 12.16894
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_37_558.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_37_558.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_37_558.jpg, 0, 1, 0, 13.40647
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_37_667.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_37_667.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_37_667.jpg, 0, 1, 0, 14.66515
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_37_768.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_37_768.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_37_768.jpg, 0, 0.6962431, 0, 15.65064
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_37_878.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_37_878.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_37_878.jpg, 0, 0.3661246, 0, 16.19567
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_37_985.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_37_985.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_37_985.jpg, 0, 0.0473434, 0, 16.04697
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_38_093.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_38_093.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_38_093.jpg, -0.2916243, 0, 0, 15.98548
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_38_195.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_38_195.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_38_195.jpg, -0.0727656, 0, 0, 15.734
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_38_301.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_38_301.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_38_301.jpg, 0, 0, 0, 15.53773
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_38_405.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_38_405.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_38_405.jpg, 0, 0.3142434, 0, 15.67642
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_38_512.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_38_512.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_38_512.jpg, 0, 0.5935509, 0, 15.99552
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_38_633.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_38_633.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_38_633.jpg, 0, 0.9981609, 0, 17.03572
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_38_750.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_38_750.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_38_750.jpg, 0, 0.7576174, 0, 18.23211
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_38_859.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_38_859.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_38_859.jpg, 0, 0.5287999, 0, 18.81738
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_38_964.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_38_964.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_38_964.jpg, 0, 0.8425921, 0, 19.52247
C:\Users\user\Desktop\Data\IMG\center_2021_12_19_00_52_39_081.jpg, C:\Users\user\Desktop\Data\IMG\left_2021_12_19_00_52_39_081.jpg, C:\Users\user\Desktop\Data\IMG\right_2021_12_19_00_52_39_081.jpg, 0, 1, 0, 20.73188
